"mu"
"OR4F5"	2.35835922218387
"SAMD11"	429.65757680359
"NOC2L"	3824.93614083535
"KLHL17"	895.889943619837
"PLEKHN1"	614.628236106317
"PERM1"	1217.4387297204
"HES4"	746.970314118053
"ISG15"	1144.89655965942
"AGRN"	5159.93102059602
"RNF223"	105.588424807272
"C1orf159"	1113.14952249453
"TTLL10"	172.467840294558
"TNFRSF18"	190.441146013117
"TNFRSF4"	160.894488551375
"SDF4"	7298.45455068462
"B3GALT6"	994.613680819238
"C1QTNF12"	82.1115521804165
"UBE2J2"	2614.62599240594
"SCNN1D"	1052.24962604994
"ACAP3"	7749.37210907836
"PUSL1"	518.763951213899
"INTS11"	7240.22460016109
"CPTP"	2057.76550454493
"TAS1R3"	97.3530663905189
"DVL1"	6475.26130479807
"MXRA8"	7602.9499482223
"AURKAIP1"	4021.30174893568
"CCNL2"	16158.8577263836
"MRPL20"	2636.34006443447
"ANKRD65"	623.210562651018
"TMEM88B"	45.2461742031987
"VWA1"	4323.1033828098
"ATAD3C"	249.177137268439
"ATAD3B"	1548.83828098032
"ATAD3A"	1310.85352663675
"TMEM240"	296.361408353469
"SSU72"	6252.77200552295
"FNDC10"	477.318202738465
"MIB2"	4494.6537222414
"MMP23B"	53.3095155908411
"CDK11B"	2658.15648371879
"SLC35E2B"	3849.87533080198
"CDK11A"	1704.65613853412
"NADK"	4784.36209872282
"GNB1"	18456.424519618
"CALML6"	82.1456679323438
"TMEM52"	438.509895293982
"CFAP74"	162.611149464964
"GABRD"	1374.21654585203
"PRKCZ"	1517.02842020481
"FAAP20"	1812.00753653204
"SKI"	8649.53411575193
"MORN1"	464.413933954666
"RER1"	4970.27114256127
"PEX10"	813.18766540099
"PLCH2"	3049.63939707744
"PANK4"	1629.70780117363
"HES5"	87.9329766425037
"TNFRSF14"	4062.22966286964
"FAM213B"	1320.95483833851
"MMEL1"	92.297664250374
"TTC34"	230.377459440801
"ACTRT2"	263.902715452767
"PRDM16"	1245.97635484984
"ARHGEF16"	865.807962259809
"MEGF6"	4044.28086526292
"TPRG1L"	4815.05810608676
"WRAP73"	1101.63870670809
"TP73"	237.48216545852
"CCDC27"	60.5593142331147
"SMIM1"	143.103440340582
"LRRC47"	3689.19537452537
"CEP104"	2074.55758830975
"DFFB"	548.492463467955
"C1orf174"	1117.25618455874
"AJAP1"	495.404268783799
"NPHP4"	1179.59941318605
"KCNAB2"	5048.15182372569
"CHD5"	2451.15895754228
"RPL22"	14211.3900586814
"RNF207"	1248.15228397193
"ICMT"	4201.29300425728
"HES3"	0.336785180071338
"GPR153"	1211.52985847428
"ACOT7"	1990.79248648027
"HES2"	405.667932343804
"ESPN"	1069.20964215855
"TNFRSF25"	1657.16033828098
"PLEKHG5"	4443.45552870786
"NOL9"	1347.41238062363
"TAS1R1"	34.9963755609251
"ZBTB48"	1434.5456794385
"KLHL21"	7003.29691635025
"PHF13"	1921.06713841905
"THAP3"	893.898458175124
"DNAJC11"	1685.68801058566
"CAMTA1"	2459.66488321252
"VAMP3"	6097.39817052123
"PER3"	2369.79875733517
"UTS2"	8.56880681164423
"TNFRSF9"	36.8169945921068
"PARK7"	8536.92135542515
"ERRFI1"	12464.1438269474
"SLC45A1"	495.500690369348
"RERE"	13991.8516856518
"ENO1"	41589.2659072604
"CA6"	124.281555632263
"SLC2A7"	1.7600391209297
"SLC2A5"	981.508111839834
"GPR157"	1134.26487170636
"H6PD"	8195.96519387872
"SPSB1"	2751.23432286273
"SLC25A33"	762.001495800253
"TMEM201"	1296.14325163963
"PIK3CD"	2378.1370383155
"CLSTN1"	12814.3398343114
"CTNNBIP1"	3566.42590035669
"LZIC"	929.832125186975
"NMNAT1"	539.696410079392
"RBP7"	1228.97330571856
"UBE4B"	4289.83039926361
"KIF1B"	9860.56742607295
"PGD"	7908.91272580831
"CENPS"	445.671039005868
"CORT"	150.623691174779
"DFFA"	2098.74611667242
"PEX14"	1357.57398458175
"CASZ1"	1931.32993901737
"C1orf127"	56.0444137613623
"TARDBP"	10125.3970199056
"MASP2"	398.50333678518
"SRM"	3468.13393165343
"EXOSC10"	3754.74623173398
"MTOR"	4454.0112185019
"ANGPTL7"	2249.77327120009
"UBIAD1"	1055.50512023933
"DISP3"	167.671556782879
"FBXO2"	2267.85208836728
"FBXO44"	3737.34368887355
"FBXO6"	570.303704982165
"MAD2L2"	1207.16373259694
"DRAXIN"	69.0395811759291
"AGTRAP"	2365.93429985042
"C1orf167"	83.9317109653665
"MTHFR"	2786.08249913704
"CLCN6"	3297.52203428834
"NPPA"	23847.3736048786
"NPPB"	2874.47014152572
"KIAA2013"	3674.26164998274
"PLOD1"	5485.89092164308
"MFN2"	10693.6976757565
"MIIP"	1809.68185479231
"TNFRSF8"	265.242549764124
"TNFRSF1B"	5937.53054884363
"VPS13D"	7580.27361638477
"DHRS3"	5273.61667241974
"AADACL4"	8.01990564952249
"AADACL3"	37.9555862386377
"C1orf158"	78.7131515360718
"PRAMEF12"	0.600333678518007
"PRAMEF1"	0.952537107352434
"PRAMEF11"	1.25428604303302
"HNRNPCL1"	2.7652168910367
"PRAMEF2"	0.960303762512944
"PRAMEF4"	0.139109423541595
"PRAMEF10"	0.596594177885169
"PRAMEF7"	0.132435853181452
"PRAMEF6"	0.0798527212058451
"PRAMEF27"	0.0556322632608445
"HNRNPCL3"	0.447359337245426
"PRAMEF25"	0.00742147048671039
"HNRNPCL2"	0.744793464503509
"PRAMEF26"	0.00937751697157979
"HNRNPCL4"	0.288977102749971
"PRAMEF9"	0.0561500402715453
